8272,1956-11-22 00:00:00,PN,,CLOVIS,,PRICE,,,,,M                                  ,S,,,,,Live,,,,,
8273,1933-7-13 00:00:00,PN,,OLIVIA,,MARCELLUS,,,,,F                                  ,M,,,,,Live,,,,,
8274,1960-1-17 00:00:00,PN,,OLIVA,,FAUCETT,,,,,F                                  ,D,,,,,Live,,,,,
8275,1972-3-16 00:00:00,HH,,OLIVER,,GRICE,,,,,M                                  ,D,,,,,Live,,,,,
8276,1974-5-28 00:00:00,PN,,LLEW,,PLACERES,,,,,M                                  ,S,,,,,Live,,,,,
8277,1976-11-7 00:00:00,PN,,LLEWELLYN,,NANCE,,,,,M                                  ,S,,,,,Live,,,,,
8278,1974-5-28 00:00:00,HH,,ALEX,,REECE,,,,,F                                  ,S,,,,,Live,,,,,
8279,1973-7-16 00:00:00,PN,,ALEX,,KUNCE,,,,,M                                  ,S,,,,,Live,,,,,
8280,1941-11-20 00:00:00,PN,,ALEXIS,,VANCE,,,,,M                                  ,S,,,,,Live,,,,,
8281,1956-2-3 00:00:00,PN,,ALEXANDRA,,VINCENT,,,,,F                                  ,D,,,,,Live,,,,,
8282,1976-11-25 00:00:00,PN,,ALEXIA,,PRICHARD,,,,,F                                  ,S,,,,,Live,,,,,
8283,1973-7-16 00:00:00,HH,,ALEXANDRIA,,PILCHER,,,,,F                                  ,S,,,,,Live,,,,,
8284,1979-4-10 00:00:00,PN,,ALEXIS,,WILCHER,,,,,F                                  ,S,,,,,Live,,,,,
8285,1962-10-16 00:00:00,PN,,ALEXANDER,,CRICHTON,,,,,M                                  ,M,,,,,Live,,,,,
8286,1963-1-9 00:00:00,PN,,ALEXANDER,,MITCHELL,,,,,F                                  ,D,,,,,Live,,,,,
8287,1951-5-25 00:00:00,PN,,ALEXA,,LEACH,,,,,F                                  ,S,,,,,Live,,,,,
8288,1979-4-10 00:00:00,HH,,ALIX,,MITCHINER,,,,,F                                  ,S,,,,,Live,,,,,
8289,1956-8-26 00:00:00,PN,,ALLY,,BIRCHFIELD,,,,,M                                  ,M,,,,,Live,,,,,
8290,1976-2-10 00:00:00,PN,,ELSY,,LEECH,,,,,F                                  ,S,,,,,Live,,,,,
8291,1971-7-19 00:00:00,PN,,CLAYTON,,FULCHER,,,,,M                                  ,M,,,,,Live,,,,,
8292,1975-12-19 00:00:00,PN,,ELMY,,RITCHIE,,,,,M                                  ,S,,,,,Live,,,,,
8293,1958-2-22 00:00:00,PN,,LLOYD,,HUTCHINSON,,,,,M                                  ,M,,,,,Live,,,,,
8294,1956-8-26 00:00:00,HH,,ELAYNE,,WINCH,,,,,F                                  ,M,,,,,Live,,,,,
8295,1934-6-29 00:00:00,PN,,ELLY,,MANCHESS,,,,,F                                  ,S,,,,,Live,,,,,
8296,1966-7-29 00:00:00,PN,,ALLYN,,BURCH,,,,,F                                  ,S,,,,,Live,,,,,
8297,1975-7-31 00:00:00,PN,,ELLYN,,BELCHER,,,,,F                                  ,S,,,,,Live,,,,,
8298,1969-6-3 00:00:00,PN,,GLAYDS,,RITCHEY,,,,,F                                  ,S,,,,,Live,,,,,
8299,1934-6-29 00:00:00,HH,,ALLYSON,,LETCHER,,,,,F                                  ,S,,,,,Live,,,,,
8300,1963-11-9 00:00:00,PN,,ELOY,,CISCHKE,,,,,M                                  ,S,,,,,Live,,,,,
8301,1936-1-23 00:00:00,PN,,CLAY,,TISCHIO,,,,,M                                  ,M,,,,,Live,,,,,
8302,1949-8-13 00:00:00,PN,,ALAYNA,,BIRCH,,,,,F                                  ,S,,,,,Live,,,,,
8303,1938-10-14 00:00:00,PN,,FLOY,,BAUCH,,,,,F                                  ,S,,,,,Live,,,,,
8304,1959-5-23 00:00:00,PN,,FLOYD,,ROACH,,,,,M                                  ,M,,,,,Live,,,,,
8305,1963-11-9 00:00:00,HH,,ALOYSIUS,,HOUCHINS,,,,,M                                  ,S,,,,,Live,,,,,
8306,1944-8-18 00:00:00,PN,,ELIZABET,,COSCHINA,,,,,F                                  ,M,,,,,Live,,,,,
8307,1964-7-22 00:00:00,PN,,ELIZEBETH,,HATCHER,,,,,F                                  ,S,,,,,Live,,,,,
8308,1944-8-18 00:00:00,HH,,ELIZA,,MARCINE,,,,,F                                  ,M,,,,,Live,,,,,
8309,1963-5-30 00:00:00,PN,,ELIZBETH,,EDICK,,,,,F                                  ,M,,,,,Live,,,,,
8310,1959-1-4 00:00:00,PN,,ELIZABETH,,SHACKLEFORD,,,,,F                                  ,S,,,,,Live,,,,,
8311,1955-4-6 00:00:00,PN,,ALIZA,,SHACKLEY,,,,,F                                  ,M,,,,,Live,,,,,
8312,1950-6-25 00:00:00,PN,,ELIZ,,SHACKELFORD,,,,,F                                  ,D,,,,,Live,,,,,
8313,1966-1-18 00:00:00,PN,,IKE,,BLACKERBY,,,,,M                                  ,S,,,,,Live,,,,,
8314,1963-5-30 00:00:00,HH,,OK,,BLACKMORE,,,,,F                                  ,M,,,,,Live,,,,,
8315,1949-9-24 00:00:00,PN,,SKYE,,BLACKCRAFT,,,,,F                                  ,M,,,,,Live,,,,,
8316,1971-4-11 00:00:00,PN,,TIA,,GLOCK,,,,,F                                  ,D,,,,,Live,,,,,
8317,1949-9-24 00:00:00,HH,,LIN,,SWICKEY,,,,,F                                  ,M,,,,,Live,,,,,
8318,1966-8-17 00:00:00,PN,,KIT,,BLACKARD,,,,,F                                  ,S,,,,,Live,,,,,
8319,1962-12-13 00:00:00,PN,,LIA,,BLACKBURN,,,,,F                                  ,M,,,,,Live,,,,,
8320,1967-9-21 00:00:00,PN,,KIT,,BUECKER,,,,,M                                  ,S,,,,,Live,,,,,
8321,1920-10-12 00:00:00,PN,,SID,,BRACKEN,,,,,M                                  ,S,,,,,Live,,,,,
8322,1947-11-7 00:00:00,PN,,KIP,,BRACKETT,,,,,M                                  ,M,,,,,Live,,,,,
8323,1966-8-17 00:00:00,HH,,SIU,,HAUCK,,,,,F                                  ,S,,,,,Live,,,,,
8324,1966-6-12 00:00:00,PN,,PIP,,STOCKHAM,,,,,M                                  ,S,,,,,Live,,,,,
8325,1950-9-29 00:00:00,PN,,TIM,,STOCKDALE,,,,,M                                  ,D,,,,,Live,,,,,
8326,1958-10-6 00:00:00,PN,,KIM,,STOCKTON,,,,,M                                  ,D,,,,,Live,,,,,
8327,1942-7-24 00:00:00,PN,,PIA,,CROCKETT,,,,,F                                  ,S,,,,,Live,,,,,
8328,1965-4-15 00:00:00,PN,,SIM,,BRICKER,,,,,M                                  ,S,,,,,Live,,,,,
8329,1966-6-12 00:00:00,HH,,NIK,,BROCK,,,,,M                                  ,S,,,,,Live,,,,,
8330,1967-5-2 00:00:00,PN,,KIM,,RASCOW,,,,,F                                  ,S,,,,,Live,,,,,
8331,1951-10-20 00:00:00,PN,,VIC,,RUSCOE,,,,,M                                  ,M,,,,,Live,,,,,
8332,1964-4-13 00:00:00,PN,,GIL,,CRUCOVSKOY,,,,,M                                  ,M,,,,,Live,,,,,
8333,1950-7-29 00:00:00,PN,,LIZ,,HOLCOMB,,,,,F                                  ,S,,,,,Live,,,,,
8334,1967-5-2 00:00:00,HH,,MIN,,RASCOE,,,,,F                                  ,S,,,,,Live,,,,,
8335,1964-9-24 00:00:00,PN,,VIV,,HADCOCK,,,,,M                                  ,S,,,,,Live,,,,,
8336,1947-7-18 00:00:00,PN,,MIA,,CISCO,,,,,F                                  ,S,,,,,Live,,,,,
8337,1964-9-24 00:00:00,HH,,RIA,,ROSCOE,,,,,F                                  ,S,,,,,Live,,,,,
8338,1961-5-1 00:00:00,PN,,KID,,MACCORMACK,,,,,M                                  ,M,,,,,Live,,,,,
8339,1961-5-1 00:00:00,HH,,NIA,,WILCOXEN,,,,,F                                  ,M,,,,,Live,,,,,
8340,1959-9-26 00:00:00,PN,,KIA,,FALCONER,,,,,F                                  ,D,,,,,Live,,,,,
8341,1959-9-26 00:00:00,HH,,GIA,,RASCO,,,,,F                                  ,D,,,,,Live,,,,,
8342,1940-3-5 00:00:00,PN,,JIM,,HANCOCK,,,,,M                                  ,S,,,,,Live,,,,,
8343,1940-3-5 00:00:00,HH,,JIN,,SILCOCK,,,,,F                                  ,S,,,,,Live,,,,,
8344,1967-4-18 00:00:00,PN,,DIA,,MC CRARY,,,,,F                                  ,S,,,,,Live,,,,,
8345,1961-11-11 00:00:00,PN,,GIB,,HUFCUT,,,,,M                                  ,M,,,,,Live,,,,,
8346,1967-4-18 00:00:00,HH,,RIK,,MARCUM,,,,,M                                  ,S,,,,,Live,,,,,
8347,1963-11-10 00:00:00,PN,,MI,,LUYCX,,,,,F                                  ,S,,,,,Live,,,,,
8348,1975-1-14 00:00:00,PN,,JI,,STACY,,,,,F                                  ,S,,,,,Live,,,,,
8349,1961-3-22 00:00:00,PN,,LI,,MUNCY,,,,,F                                  ,S,,,,,Live,,,,,
8350,1958-3-22 00:00:00,PN,,VI,,COBB,,,,,F                                  ,S,,,,,Live,,,,,
8351,1939-3-27 00:00:00,PN,,DINA,,HUBBS,,,,,F                                  ,M,,,,,Live,,,,,
8352,1963-11-10 00:00:00,HH,,JINA,,KIMBALL,,,,,F                                  ,S,,,,,Live,,,,,
8353,1944-2-6 00:00:00,PN,,DINAH,,LOMBARD,,,,,F                                  ,S,,,,,Live,,,,,
8354,1965-8-23 00:00:00,PN,,MICAH,,KELBAUGH,,,,,F                                  ,D,,,,,Live,,,,,
8355,1942-5-25 00:00:00,PN,,GINA,,GRABANS,,,,,F                                  ,M,,,,,Live,,,,,
8356,1968-8-20 00:00:00,PN,,PILAR,,HUBBARD,,,,,F                                  ,D,,,,,Live,,,,,
8357,1961-1-1 00:00:00,PN,,MICAH,,GRUBBS,,,,,M                                  ,D,,,,,Live,,,,,
8358,1944-2-6 00:00:00,HH,,MILAGROS,,CHUBB,,,,,F                                  ,S,,,,,Live,,,,,
8359,1930-10-16 00:00:00,PN,,MILAN,,LAMBERTON,,,,,M                                  ,M,,,,,Live,,,,,
8360,1947-11-2 00:00:00,PN,,MICA,,LAMBERSON,,,,,F                                  ,D,,,,,Live,,,,,
8361,1952-7-3 00:00:00,PN,,MILAGRO,,GADBERRY,,,,,F                                  ,S,,,,,Live,,,,,
8362,1941-11-5 00:00:00,PN,,MILA,,QUEBEDEAUX,,,,,F                                  ,S,,,,,Live,,,,,
8363,1930-10-16 00:00:00,HH,,MIKAELA,,FURBE,,,,,F                                  ,M,,,,,Live,,,,,
8364,1962-10-8 00:00:00,PN,,AIDAN,,LAMBERT,,,,,M                                  ,S,,,,,Live,,,,,
8365,1965-10-26 00:00:00,PN,,RICARDO,,KERBEY,,,,,M                                  ,M,,,,,Live,,,,,
8366,1968-5-7 00:00:00,PN,,TISA,,FURBER,,,,,F                                  ,D,,,,,Live,,,,,
8367,1967-3-6 00:00:00,PN,,MIKA,,FARBER,,,,,F                                  ,S,,,,,Live,,,,,
8368,1962-10-8 00:00:00,HH,,NITA,,DEWBERRY,,,,,F                                  ,S,,,,,Live,,,,,
8369,1924-12-20 00:00:00,PN,,VIDA,,DILBECK,,,,,F                                  ,S,,,,,Live,,,,,
8370,1924-12-20 00:00:00,HH,,VINA,,BARBER,,,,,F                                  ,S,,,,,Live,,,,,
8371,1965-6-10 00:00:00,PN,,NINA,,DOLBERRY,,,,,F                                  ,M,,,,,Live,,,,,
8372,1941-7-15 00:00:00,PN,,NILA,,TALBERT,,,,,F                                  ,M,,,,,Live,,,,,
8373,1950-5-16 00:00:00,PN,,RIMA,,BIBBER,,,,,F                                  ,M,,,,,Live,,,,,
8374,1965-6-10 00:00:00,HH,,RINA,,BARBEE,,,,,F                                  ,M,,,,,Live,,,,,
8375,1957-6-18 00:00:00,PN,,VITA,,WIMBERLY,,,,,F                                  ,D,,,,,Live,,,,,
8376,1957-6-18 00:00:00,HH,,SIMA,,GILBERT,,,,,F                                  ,D,,,,,Live,,,,,
8377,1949-11-29 00:00:00,PN,,SILAS,,KARBEL,,,,,M                                  ,S,,,,,Live,,,,,
8378,1962-5-21 00:00:00,PN,,VIVAN,,TOLBERT,,,,,F                                  ,S,,,,,Live,,,,,
8379,1940-6-23 00:00:00,PN,,SINA,,PROBERT,,,,,F                                  ,D,,,,,Live,,,,,
8380,1945-4-21 00:00:00,PN,,HILARIA,,GIEBER,,,,,F                                  ,S,,,,,Live,,,,,
8381,1949-11-29 00:00:00,HH,,HILARIO,,TIBBETTS,,,,,M                                  ,S,,,,,Live,,,,,
8382,1961-12-31 00:00:00,PN,,TIFANY,,KIBBE,,,,,F                                  ,D,,,,,Live,,,,,
8383,1963-6-16 00:00:00,PN,,ZINA,,KIMBEL,,,,,F                                  ,M,,,,,Live,,,,,
8384,1961-12-31 00:00:00,HH,,CIRA,,CORBEIL,,,,,F                                  ,D,,,,,Live,,,,,
8385,1951-11-5 00:00:00,PN,,HILARY,,CORBETT,,,,,F                                  ,S,,,,,Live,,,,,
8386,1950-3-12 00:00:00,PN,,GITA,,CUTBILL,,,,,F                                  ,M,,,,,Live,,,,,
8387,1973-11-15 00:00:00,PN,,TINA,,DOUBLIN,,,,,F                                  ,S,,,,,Live,,,,,
8388,1951-11-5 00:00:00,HH,,HILARY,,GAMBLE,,,,,M                                  ,S,,,,,Live,,,,,
8389,1955-7-26 00:00:00,PN,,MIRANDA,,WELBORN,,,,,F                                  ,M,,,,,Live,,,,,
8390,1955-7-26 00:00:00,HH,,RIVA,,SLOBODIEN,,,,,F                                  ,M,,,,,Live,,,,,
8391,1975-11-5 00:00:00,PN,,VIVA,,TRABOLD,,,,,F                                  ,S,,,,,Live,,,,,
8392,1975-11-5 00:00:00,HH,,RITA,,WESBROOK,,,,,F                                  ,S,,,,,Live,,,,,
8393,1955-3-8 00:00:00,PN,,LIDA,,HOBBS,,,,,F                                  ,S,,,,,Live,,,,,
8394,1934-5-28 00:00:00,PN,,LILA,,COMBS,,,,,F                                  ,S,,,,,Live,,,,,
8395,1955-3-8 00:00:00,HH,,RISA,,MIMBS,,,,,F                                  ,S,,,,,Live,,,,,
8396,1950-12-14 00:00:00,PN,,LINA,,WARBURTON,,,,,F                                  ,M,,,,,Live,,,,,
8397,1932-9-8 00:00:00,PN,,KIRA,,MARBUT,,,,,F                                  ,S,,,,,Live,,,,,
8398,1976-12-10 00:00:00,PN,,KINA,,ORSBURN,,,,,F                                  ,S,,,,,Live,,,,,
8399,1946-3-25 00:00:00,PN,,HIRAM,,WILBUR,,,,,M                                  ,S,,,,,Live,,,,,
8400,1947-9-8 00:00:00,PN,,HISAKO,,FURBY,,,,,F                                  ,D,,,,,Live,,,,,
8401,1950-12-14 00:00:00,HH,,RICARDA,,KERBY,,,,,F                                  ,M,,,,,Live,,,,,
8402,1949-5-1 00:00:00,PN,,LISA,,DENBY,,,,,F                                  ,D,,,,,Live,,,,,
8403,1948-11-13 00:00:00,PN,,LISABETH,,KIRBY,,,,,F                                  ,S,,,,,Live,,,,,
8404,1931-10-13 00:00:00,PN,,LISANDRA,,VEGA,,,,,F                                  ,M,,,,,Live,,,,,
8405,1949-5-1 00:00:00,HH,,MIRA,,LUNA,,,,,F                                  ,D,,,,,Live,,,,,
8406,1954-7-8 00:00:00,PN,,MINA,,HODA,,,,,F                                  ,D,,,,,Live,,,,,
8407,1954-7-8 00:00:00,HH,,LITA,,DANA,,,,,F                                  ,D,,,,,Live,,,,,
8408,1961-9-18 00:00:00,PN,,MICAELA,,SHEA,,,,,F                                  ,D,,,,,Live,,,,,
8409,1961-9-18 00:00:00,HH,,LIZA,,CANAAN,,,,,F                                  ,D,,,,,Live,,,,,
8410,1958-11-10 00:00:00,PN,,LIZABETH,,LARABEE,,,,,F                                  ,M,,,,,Live,,,,,
8411,1925-6-9 00:00:00,PN,,NIDA,,WOMACK,,,,,F                                  ,M,,,,,Live,,,,,
8412,1952-9-15 00:00:00,PN,,WILBUR,,BROADHEAD,,,,,M                                  ,M,,,,,Live,,,,,
8413,1954-11-24 00:00:00,PN,,WILBURN,,NERAD,,,,,M                                  ,S,,,,,Live,,,,,
8414,1977-9-9 00:00:00,PN,,WILBERT,,STRADLEY,,,,,M                                  ,S,,,,,Live,,,,,
8415,1958-11-10 00:00:00,HH,,WILBER,,SCHAEFFER,,,,,M                                  ,M,,,,,Live,,,,,
8416,1939-4-3 00:00:00,PN,,GILBERTO,,DONAHUE,,,,,M                                  ,S,,,,,Live,,,,,
8417,1976-5-1 00:00:00,PN,,GILBERT,,BELAIR,,,,,M                                  ,S,,,,,Live,,,,,
8418,1939-4-3 00:00:00,HH,,GILBERTE,,SPEAKE,,,,,F                                  ,S,,,,,Live,,,,,
8419,1950-8-22 00:00:00,PN,,KIMBERLY,,PLEAK,,,,,F                                  ,M,,,,,Live,,,,,
8420,1950-8-22 00:00:00,HH,,LIBBIE,,ABSALOM,,,,,F                                  ,M,,,,,Live,,,,,
8421,1952-10-15 00:00:00,PN,,LIBBY,,HARALSON,,,,,F                                  ,M,,,,,Live,,,,,
8422,1952-10-15 00:00:00,HH,,KIMBERLI,,REGALI,,,,,F                                  ,M,,,,,Live,,,,,
8423,1954-4-17 00:00:00,PN,,KIRBY,,SCHALL,,,,,M                                  ,M,,,,,Live,,,,,
8424,1954-4-17 00:00:00,HH,,KIMBERLEY,,ONEAL,,,,,F                                  ,M,,,,,Live,,,,,
8425,1950-2-14 00:00:00,PN,,KIMBERY,,OSWALD,,,,,F                                  ,S,,,,,Live,,,,,
8426,1950-2-8 00:00:00,PN,,KIRBY,,ST AMAND,,,,,F                                  ,S,,,,,Live,,,,,
8427,1948-9-12 00:00:00,PN,,KIMBERLY,,MCDANIEL,,,,,M                                  ,M,,,,,Live,,,,,
8428,1957-3-4 00:00:00,PN,,KIMBER,,COWAN,,,,,F                                  ,M,,,,,Live,,,,,
8429,1954-7-14 00:00:00,PN,,KIMBERLEE,,INMAN,,,,,F                                  ,S,,,,,Live,,,,,
8430,1950-2-14 00:00:00,HH,,KIMBERELY,,BRYANT,,,,,F                                  ,S,,,,,Live,,,,,
8431,1950-10-4 00:00:00,PN,,SIOBHAN,,STRANGE,,,,,F                                  ,M,,,,,Live,,,,,
8432,1950-10-4 00:00:00,HH,,KIMBRA,,BOYANTON,,,,,F                                  ,M,,,,,Live,,,,,
8433,1954-9-10 00:00:00,PN,,KIMBERLEY,,NOLAND,,,,,M                                  ,M,,,,,Live,,,,,
8434,1948-12-26 00:00:00,PN,,LISBETH,,BENANE,,,,,F                                  ,S,,,,,Live,,,,,
8435,1964-12-16 00:00:00,PN,,KIMBERLIE,,MAHAN,,,,,F                                  ,D,,,,,Live,,,,,
8436,1971-2-5 00:00:00,PN,,LIZBETH,,BUMANN,,,,,F                                  ,S,,,,,Live,,,,,
8437,1978-5-6 00:00:00,PN,,LINCOLN,,HOGAN,,,,,M                                  ,S,,,,,Live,,,,,
8438,1954-9-10 00:00:00,HH,,MITCHEL,,DOLAN,,,,,M                                  ,M,,,,,Live,,,,,
8439,1968-7-19 00:00:00,PN,,VINCENT,,HOWARD,,,,,M                                  ,D,,,,,Live,,,,,
8440,1971-7-20 00:00:00,PN,,VINCENZA,,SWEARINGEN,,,,,F                                  ,D,,,,,Live,,,,,
8441,1968-7-19 00:00:00,HH,,MITCHELL,,EDWARDS,,,,,F                                  ,D,,,,,Live,,,,,
8442,1974-2-14 00:00:00,PN,,VINCENZO,,SPEARS,,,,,M                                  ,S,,,,,Live,,,,,
8443,1956-3-8 00:00:00,PN,,MITCHELL,,SEWARD,,,,,M                                  ,S,,,,,Live,,,,,
8444,1963-5-15 00:00:00,PN,,MITCH,,LEBARON,,,,,M                                  ,M,,,,,Live,,,,,
8445,1974-2-14 00:00:00,HH,,VINCE,,ZALAR,,,,,M                                  ,S,,,,,Live,,,,,
8446,1975-5-6 00:00:00,PN,,SINCLAIR,,JONAS,,,,,M                                  ,S,,,,,Live,,,,,
8447,1922-8-3 00:00:00,PN,,HIEDI,,LUCAS,,,,,F                                  ,D,,,,,Live,,,,,
8448,1949-4-29 00:00:00,PN,,HILDA,,PLEASANT,,,,,F                                  ,M,,,,,Live,,,,,
8449,1943-12-13 00:00:00,PN,,HILDE,,CREASY,,,,,F                                  ,S,,,,,Live,,,,,
8450,1958-10-15 00:00:00,PN,,HILDEGARDE,,GLEASON,,,,,F                                  ,D,,,,,Live,,,,,
8451,1975-5-6 00:00:00,HH,,HILDEGARD,,ACHATZ,,,,,F                                  ,S,,,,,Live,,,,,
8452,1968-11-14 00:00:00,PN,,HILDRED,,SWEATMAN,,,,,F                                  ,S,,,,,Live,,,,,
8453,1964-12-27 00:00:00,PN,,KINDRA,,PALATSKY,,,,,F                                  ,S,,,,,Live,,,,,
8454,1968-11-14 00:00:00,HH,,TILDA,,FUGATT,,,,,F                                  ,S,,,,,Live,,,,,
8455,1943-1-4 00:00:00,PN,,GILDA,,ATWATER,,,,,F                                  ,S,,,,,Live,,,,,
8456,1964-12-21 00:00:00,PN,,MILDRED,,CHOATE,,,,,F                                  ,D,,,,,Live,,,,,
8457,1941-4-15 00:00:00,PN,,MILDA,,CHEATHAM,,,,,F                                  ,D,,,,,Live,,,,,
8458,1964-10-5 00:00:00,PN,,LINDA,,ALBAUGH,,,,,F                                  ,S,,,,,Live,,,,,
8459,1945-4-23 00:00:00,PN,,DIEDRE,,MCLAUGHLIN,,,,,F                                  ,S,,,,,Live,,,,,
8460,1943-1-4 00:00:00,HH,,NILDA,,DUNAWAY,,,,,F                                  ,S,,,,,Live,,,,,
8461,1947-9-2 00:00:00,PN,,LINDSEY,,ALDAY,,,,,F                                  ,M,,,,,Live,,,,,
8462,1978-12-21 00:00:00,PN,,LINDSEY,,VAN LOON,,,,,M                                  ,S,,,,,Live,,,,,
8463,1947-9-2 00:00:00,HH,,BIRDIE,,VAN NIEROP,,,,,F                                  ,M,,,,,Live,,,,,
8464,1937-1-13 00:00:00,PN,,LINDSAY,,MAY,,,,,F                                  ,D,,,,,Live,,,,,
8465,1958-1-30 00:00:00,PN,,LINDSAY,,COY,,,,,M                                  ,M,,,,,Live,,,,,
8466,1937-1-13 00:00:00,HH,,DIEDRA,,GOW,,,,,F                                  ,D,,,,,Live,,,,,
8467,1932-7-30 00:00:00,PN,,WILDA,,FOX,,,,,F                                  ,S,,,,,Live,,,,,
8468,1932-7-30 00:00:00,HH,,MINDA,,RAY,,,,,F                                  ,S,,,,,Live,,,,,
8469,1979-1-10 00:00:00,PN,,MINDI,,COX,,,,,F                                  ,S,,,,,Live,,,,,
8470,1952-9-12 00:00:00,PN,,MINDY,,LEE,,,,,F                                  ,S,,,,,Live,,,,,
8471,1968-11-17 00:00:00,PN,,MIGDALIA,,COE,,,,,F                                  ,S,,,,,Live,,,,,
8472,1950-12-5 00:00:00,PN,,SINDY,,NIX,,,,,F                                  ,S,,,,,Live,,,,,
8473,1956-3-13 00:00:00,PN,,WINDSOR,,DAY,,,,,M                                  ,M,,,,,Live,,,,,
8474,1979-1-10 00:00:00,HH,,LINDSY,,LOE,,,,,F                                  ,S,,,,,Live,,,,,
